sample_id,component,material,load_case,thickness_mm,cross_section_area_cm2,applied_load_kN,load_factor_g,von_mises_stress_MPa,effective_stress_MPa,stress_concentration_Kt,stress_ratio_R,strain,deformation_mm,elastic_modulus_GPa,yield_strength_MPa,density_g_cm3,temperature_C,fatigue_cycles,fatigue_limit_MPa,crack_length_mm,crack_growth_rate,cumulative_damage_index,safety_margin,utilization_ratio,structural_health_score,rul_cycles,failure_label,risk_class
107,Bulkhead,Al_2024-T3,Neg1g_Push_Over,29.78,112.57,235.55,1.889,11.1,16.66,1.5,-0.803,1e-05,0.001,73.1,345,2.78,52.2,6154,138,0.0755,1.2261e-08,0.0,10.0,0.0483,99.6,49999,0,Low
108,Tail_Assembly,Al_2024-T3,Hard_Landing,24.39,88.74,170.48,1.566,5.0,10.0,2.0,0.092,5.6e-05,0.195,73.1,345,2.78,12.0,7361,138,0.0008,1.05e-10,0.0,10.0,0.029,97.91,49999,0,Low
109,Bulkhead,Inconel_718,Gust_Load,22.71,39.68,436.96,0.044,114.16,114.16,1.0,0.05,0.000494,0.001,200.0,1034,8.19,-13.2,9039,620,50.0,1.0214121e-05,0.0,9.057,0.1104,77.73,49999,0,Low
110,Rib_Section,Al_7075-T6,2.5g_Pull_Up,31.95,45.64,181.11,2.209,34.91,69.82,2.0,-0.334,0.000586,0.1388,71.7,503,2.81,6.0,12268,159,15.5241,1.265414e-06,0.0,7.204,0.1388,88.21,49998,0,Low
111,Skin_Panel,CFRP,1g_Level_Flight,25.63,49.98,651.08,0.727,123.97,247.93,2.0,0.578,0.000973,0.4671,135.0,600,1.6,-3.4,10208,300,50.0,0.000323557464,0.0003,2.42,0.4132,74.11,49985,0,Medium
112,Rib_Section,Ti-6Al-4V,Neg1g_Push_Over,11.18,8.54,212.75,0.767,227.92,569.81,2.5,0.376,0.00192,0.7202,113.8,880,4.43,66.0,2663,510,50.0,0.009729409499,0.0001,1.544,0.6475,68.54,49994,0,Medium
113,Skin_Panel,Inconel_718,Pressurization,25.74,110.05,603.85,1.846,50.4,151.2,3.0,-0.616,0.000337,0.001,200.0,1034,8.19,18.9,8091,620,50.0,3.7839745e-05,0.0,6.838,0.1462,70.9,49999,0,Medium
114,Bulkhead,Steel_4340,Neg1g_Push_Over,34.78,13.46,495.92,0.117,385.66,578.49,1.5,-0.02,0.001719,1.1086,205.0,470,7.85,41.3,6907,413,50.0,0.012283779535,0.0053,0.812,1.2308,60.99,49737,0,Medium
115,Rib_Section,CFRP,Hard_Landing,15.08,85.48,838.45,2.411,115.5,173.26,1.5,-0.8,0.000677,0.35,135.0,600,1.6,79.9,39744,300,50.0,3.0774978e-05,0.0009,3.463,0.2888,61.18,49956,0,Medium
116,Tail_Assembly,Al_7075-T6,Pressurization,6.59,88.97,849.92,-0.913,101.13,202.27,2.0,-0.483,0.001322,0.1941,71.7,503,2.81,-8.4,20369,159,50.0,0.000187629743,0.0033,2.487,0.4021,62.96,49833,0,Medium
117,Wing_Spar,Al_2024-T3,Pressurization,2.74,102.03,740.4,-0.097,68.14,68.14,1.0,0.647,0.000734,0.5838,73.1,345,2.78,114.7,30157,138,6.096,2.02143e-07,0.0018,5.063,0.1975,93.16,49910,0,Low
118,Bulkhead,Ti-6Al-4V,Ground_Taxi,11.08,68.64,648.39,2.51,102.85,102.85,1.0,0.607,0.000893,0.3234,113.8,880,4.43,35.9,18549,510,0.3045,1.6418e-08,0.0,8.556,0.1169,87.77,49998,0,Low
119,Skin_Panel,CFRP,Pressurization,25.8,88.41,334.62,2.959,27.84,69.6,2.5,-0.501,0.000198,0.001,135.0,600,1.6,-45.6,878,300,1.6711,1.90333e-06,0.0,8.62,0.116,92.01,49999,0,Low
120,Engine_Mount,Steel_4340,Ground_Taxi,23.12,39.81,642.75,1.801,156.95,392.38,2.5,-0.487,0.000725,0.0517,205.0,470,7.85,138.3,9638,413,50.0,0.000142332378,0.0002,1.198,0.8349,47.8,49989,0,High
121,Skin_Panel,Al_7075-T6,Pressurization,31.26,90.74,813.61,2.95,78.52,196.31,2.5,0.718,0.001149,0.1467,71.7,503,2.81,-43.9,22575,159,50.0,0.000220549977,0.0013,2.562,0.3903,67.89,49932,0,Medium
122,Engine_Mount,Al_7075-T6,2.5g_Pull_Up,30.61,44.49,29.64,-0.391,20.29,60.86,3.0,-0.06,0.000211,0.1452,71.7,503,2.81,167.0,13426,159,0.3142,2.34e-08,0.0,8.265,0.121,82.68,49999,0,Low
123,Fuselage_Frame,Inconel_718,1g_Level_Flight,8.73,108.83,461.85,1.918,54.14,81.21,1.5,0.697,0.000141,0.0958,200.0,1034,8.19,-2.5,21316,620,50.0,2.743891e-06,0.0,10.0,0.0785,74.14,49999,0,Medium
124,Rib_Section,CFRP,1g_Level_Flight,7.69,23.79,193.12,2.036,80.66,161.32,2.0,-0.304,0.000518,0.2009,135.0,600,1.6,19.0,49026,300,50.0,8.4154007e-05,0.0003,3.719,0.2689,74.14,49987,0,Medium
125,Engine_Mount,Steel_4340,Pressurization,18.46,41.31,478.62,2.798,141.82,283.65,2.0,0.159,0.00057,0.001,205.0,470,7.85,254.4,4263,413,50.0,0.000351952784,0.0001,1.657,0.6035,52.11,49997,0,Medium
126,Skin_Panel,Al_7075-T6,Hard_Landing,2.1,62.36,401.82,0.038,70.62,70.62,1.0,0.442,0.000924,0.6936,71.7,503,2.81,114.1,61465,159,50.0,1.259032e-06,0.0024,7.122,0.1404,75.76,49880,0,Low
127,Fuselage_Frame,Ti-6Al-4V,Hard_Landing,9.82,94.22,493.65,-0.591,57.73,57.73,1.0,-0.517,0.000567,0.0029,113.8,880,4.43,86.9,1926,510,1.1824,6.13923e-07,0.0,10.0,0.0656,96.9,49999,0,Low
128,Wing_Spar,Al_7075-T6,Ground_Taxi,7.63,91.11,472.81,0.036,55.63,139.07,2.5,0.248,0.0006,0.7657,71.7,503,2.81,284.1,37892,159,50.0,2.197159e-06,0.0006,3.617,0.2765,57.76,49971,0,Medium
129,Tail_Assembly,Steel_4340,Gust_Load,11.89,29.23,816.49,1.721,260.38,260.38,1.0,-0.944,0.001236,1.217,205.0,470,7.85,-1.5,3220,413,50.0,0.000144490127,0.0005,1.805,0.554,79.42,49974,0,Low
130,Tail_Assembly,Al_2024-T3,1g_Level_Flight,13.04,21.59,473.84,3.303,206.09,412.17,2.0,-0.871,0.002915,0.7662,73.1,345,2.78,-46.4,19061,138,50.0,0.003407007789,0.0948,0.837,1.1947,60.58,45259,0,Medium
131,Tail_Assembly,Al_2024-T3,Gust_Load,5.68,39.96,720.83,0.598,179.59,269.38,1.5,-0.534,0.002564,1.9698,73.1,345,2.78,-44.2,22938,138,50.0,3.038665e-06,0.0658,1.281,0.7808,69.83,46710,0,Medium
132,Engine_Mount,Inconel_718,1g_Level_Flight,8.29,60.63,278.65,0.751,45.26,45.26,1.0,-0.257,0.000158,0.001,200.0,1034,8.19,137.9,25001,620,9.8456,3.93808e-07,0.0,10.0,0.0438,97.89,49999,0,Low
133,Wing_Spar,CFRP,Gust_Load,25.23,66.99,378.0,1.542,65.28,163.19,2.5,-0.326,0.000705,0.4895,135.0,600,1.6,252.1,8636,300,50.0,5.1171423e-05,0.0,3.677,0.272,64.1,49999,0,Medium
134,Engine_Mount,Steel_4340,Gust_Load,33.95,54.35,405.15,1.246,64.52,96.79,1.5,-0.137,0.00021,0.0678,205.0,470,7.85,98.5,2783,413,37.7557,1.3566534e-05,0.0,4.856,0.2059,75.73,49999,0,Low
135,Rib_Section,Inconel_718,1g_Level_Flight,1.83,81.26,244.13,-0.356,31.11,62.21,2.0,0.43,0.000133,0.4596,200.0,1034,8.19,6.6,23846,620,1.4862,6.2323e-08,0.0,10.0,0.0602,90.84,49999,0,Low
136,Engine_Mount,Al_7075-T6,2.5g_Pull_Up,34.17,54.17,329.02,0.884,62.07,93.1,1.5,0.385,0.000749,0.001,71.7,503,2.81,306.1,15511,159,50.0,6.955994e-06,0.0004,5.403,0.1851,72.95,49981,0,Medium
137,Wing_Spar,Al_7075-T6,2.5g_Pull_Up,3.68,113.83,512.75,3.167,46.97,117.42,2.5,-0.013,0.000698,0.3282,71.7,503,2.81,189.6,4474,159,50.0,2.3674502e-05,0.0,4.284,0.2334,72.05,49998,0,Medium
138,Wing_Spar,Al_2024-T3,Hard_Landing,14.15,35.01,497.36,0.179,142.3,213.45,1.5,-0.748,0.002227,1.8439,73.1,345,2.78,179.8,7478,138,47.8654,6.400828e-06,0.0085,1.616,0.6187,60.22,49577,0,Medium
139,Rib_Section,Inconel_718,Gust_Load,14.2,77.15,544.61,2.753,49.53,123.84,2.5,0.164,0.000432,0.0638,200.0,1034,8.19,60.5,5299,620,19.9693,3.768507e-06,0.0,8.35,0.1198,72.22,49999,0,Medium
140,Wing_Spar,Al_2024-T3,Gust_Load,10.28,75.31,305.53,0.573,6.65,13.3,2.0,0.592,0.000176,0.001,73.1,345,2.78,252.7,36939,138,0.1071,2.9e-09,0.0,10.0,0.0386,92.58,49999,0,Low
141,Skin_Panel,Ti-6Al-4V,Gust_Load,10.6,37.38,275.3,2.583,59.52,148.8,2.5,-0.153,0.000462,0.4517,113.8,880,4.43,12.5,24421,510,2.0698,8.4756e-08,0.0,5.914,0.1691,94.12,49999,0,Low
142,Wing_Spar,Al_2024-T3,Gust_Load,14.52,52.34,523.76,2.068,92.09,92.09,1.0,-0.69,0.001243,0.3919,73.1,345,2.78,80.0,32123,138,7.3758,2.29613e-07,0.0064,3.746,0.2669,93.63,49681,0,Low
143,Tail_Assembly,Ti-6Al-4V,Gust_Load,6.6,47.03,121.6,1.971,8.18,12.27,1.5,-0.506,0.000183,0.001,113.8,880,4.43,12.3,794,510,0.0,3.6e-11,0.0,10.0,0.0139,100.0,49999,0,Low
144,Skin_Panel,Al_7075-T6,Ground_Taxi,25.04,24.84,222.55,-0.054,88.77,133.15,1.5,0.129,0.001313,0.1757,71.7,503,2.81,41.1,16227,159,0.6371,3.9261e-08,0.0016,3.778,0.2647,94.14,49921,0,Low
145,Skin_Panel,Inconel_718,Neg1g_Push_Over,4.36,59.89,45.39,-0.619,23.93,23.93,1.0,0.171,0.000128,0.4352,200.0,1034,8.19,-34.8,4671,620,0.1315,2.8163e-08,0.0,10.0,0.0231,100.0,49999,0,Low
146,Rib_Section,Ti-6Al-4V,Gust_Load,14.97,49.47,70.99,2.34,25.24,75.73,3.0,-0.782,0.000236,0.0326,113.8,880,4.43,39.3,20686,510,37.8724,1.830821e-06,0.0,10.0,0.0861,71.43,49999,0,Medium
147,Landing_Gear,Inconel_718,Ground_Taxi,9.84,25.51,214.44,3.273,91.07,136.6,1.5,0.275,0.000561,0.3461,200.0,1034,8.19,74.8,33258,620,50.0,1.4636943e-05,0.0,7.569,0.1321,73.98,49999,0,Medium
148,Landing_Gear,Inconel_718,2.5g_Pull_Up,6.34,56.74,26.4,1.896,19.43,48.58,2.5,0.744,0.000228,0.0485,200.0,1034,8.19,100.5,21781,620,23.5424,1.080867e-06,0.0,10.0,0.047,78.67,49999,0,Low
149,Wing_Spar,Ti-6Al-4V,Gust_Load,12.09,53.51,216.14,3.286,26.52,39.78,1.5,-0.548,8.3e-05,0.001,113.8,880,4.43,140.8,36262,510,6.4455,1.77748e-07,0.0,10.0,0.0452,82.01,49999,0,Low
150,Skin_Panel,CFRP,2.5g_Pull_Up,4.52,20.11,560.18,-0.86,271.75,815.24,3.0,-0.977,0.002036,1.3423,135.0,600,1.6,16.9,7630,300,50.0,0.046874513153,0.0051,0.736,1.3587,48.84,49743,0,High
151,Landing_Gear,Al_2024-T3,Hard_Landing,31.56,20.09,61.33,2.266,39.76,79.51,2.0,-0.123,0.000602,0.3838,73.1,345,2.78,30.1,14678,138,42.3158,2.882943e-06,0.0001,4.339,0.2305,75.69,49994,0,Low
152,Landing_Gear,Ti-6Al-4V,Neg1g_Push_Over,21.19,79.46,376.86,1.413,40.31,100.77,2.5,0.756,0.000301,0.001,113.8,880,4.43,103.3,9661,510,50.0,7.906024e-06,0.0,8.733,0.1145,65.42,49999,0,Medium
153,Wing_Spar,Al_7075-T6,1g_Level_Flight,13.92,86.26,777.01,1.61,83.78,125.68,1.5,-0.919,0.001296,0.2848,71.7,503,2.81,219.0,26586,159,22.8053,8.57795e-07,0.002,4.002,0.2499,67.25,49897,0,Medium
154,Landing_Gear,Inconel_718,Neg1g_Push_Over,16.01,113.24,674.68,0.06,87.52,131.28,1.5,-0.04,0.000409,0.4773,200.0,1034,8.19,-26.0,12419,620,50.0,1.0143018e-05,0.0,7.876,0.127,84.5,49999,0,Low
155,Engine_Mount,Steel_4340,Gust_Load,18.85,15.01,266.57,2.21,179.08,268.62,1.5,-0.402,0.001004,0.4595,205.0,470,7.85,83.0,18561,413,50.0,0.000552023681,0.0007,1.75,0.5715,68.81,49967,0,Medium
156,Fuselage_Frame,Ti-6Al-4V,Gust_Load,31.94,18.55,786.84,1.063,450.53,675.8,1.5,-0.151,0.003922,1.6074,113.8,880,4.43,-27.9,14951,510,50.0,0.018529737306,0.0091,1.302,0.768,69.92,49544,0,Medium
157,Rib_Section,Al_2024-T3,Neg1g_Push_Over,34.63,10.96,286.9,2.851,234.45,234.45,1.0,0.585,0.003233,0.8706,73.1,345,2.78,97.2,29722,138,50.0,0.000321716401,0.2476,1.472,0.6796,63.55,37620,0,Medium
158,Fuselage_Frame,Inconel_718,Neg1g_Push_Over,10.74,66.21,70.91,1.14,5.0,5.0,1.0,-0.181,4.9e-05,0.001,200.0,1034,8.19,53.5,11271,620,0.001,8.5e-11,0.0,10.0,0.0048,100.0,49999,0,Low
159,Wing_Spar,CFRP,Hard_Landing,4.42,76.62,845.01,1.965,116.42,174.64,1.5,0.316,0.001029,0.402,135.0,600,1.6,109.4,1728,300,50.0,3.5189221e-05,0.0,3.436,0.2911,66.73,49998,0,Medium
160,Tail_Assembly,Al_7075-T6,Pressurization,23.57,51.41,740.82,-0.145,145.52,218.28,1.5,0.42,0.002104,1.1127,71.7,503,2.81,96.7,44606,159,50.0,0.000180276031,0.0313,2.304,0.434,58.91,48435,0,Medium
161,Rib_Section,CFRP,2.5g_Pull_Up,18.89,96.76,401.38,2.942,10.65,10.65,1.0,0.197,3.3e-05,0.001,135.0,600,1.6,-2.8,12176,300,0.0065,5.37e-10,0.0,10.0,0.0177,100.0,49999,0,Low
162,Wing_Spar,Steel_4340,1g_Level_Flight,24.83,83.97,569.76,0.692,64.41,96.61,1.5,-0.739,0.000287,0.001,205.0,470,7.85,117.8,22903,413,41.2963,1.803095e-06,0.0,4.865,0.2056,74.91,49999,0,Medium
163,Skin_Panel,Ti-6Al-4V,Pressurization,7.85,118.37,573.83,3.427,85.57,171.14,2.0,0.724,0.000724,0.1195,113.8,880,4.43,77.8,17046,510,50.0,8.663458e-05,0.0,5.142,0.1945,72.13,49999,0,Medium
164,Tail_Assembly,Inconel_718,Neg1g_Push_Over,15.01,20.86,173.37,0.941,86.82,303.87,3.5,-0.67,0.000436,0.001,200.0,1034,8.19,-51.4,8475,620,50.0,0.000150252849,0.0,3.403,0.2939,66.42,49999,0,Medium
165,Fuselage_Frame,Ti-6Al-4V,1g_Level_Flight,3.2,11.71,178.04,0.391,161.16,161.16,1.0,0.084,0.001322,0.1644,113.8,880,4.43,26.0,45329,510,50.0,4.284504e-06,0.0005,5.461,0.1831,81.55,49977,0,Low
166,Wing_Spar,Al_2024-T3,Neg1g_Push_Over,25.96,36.6,404.45,2.171,100.84,252.1,2.5,-0.755,0.001371,0.6148,73.1,345,2.78,119.9,19799,138,50.0,0.000568376707,0.0056,1.369,0.7307,62.13,49717,0,Medium
167,Skin_Panel,Ti-6Al-4V,2.5g_Pull_Up,13.1,7.19,775.72,-0.411,1082.42,2164.85,2.0,-0.961,0.009648,6.5836,113.8,880,4.43,14.3,3950,510,50.0,0.624252735832,0.0802,0.406,2.4601,40.8,45992,1,High
168,Rib_Section,Al_7075-T6,1g_Level_Flight,23.12,112.25,18.39,-0.162,5.0,10.0,2.0,-0.928,0.000202,0.001,71.7,503,2.81,117.8,82137,159,0.0229,2.79e-10,0.0,10.0,0.0199,90.83,49999,0,Low
169,Rib_Section,Steel_4340,Pressurization,20.08,39.95,667.3,-0.857,183.8,459.5,2.5,-0.304,0.00074,0.3971,205.0,470,7.85,93.2,120000,413,50.0,0.001331093222,0.0047,1.023,0.9777,52.63,49764,0,Medium
170,Bulkhead,CFRP,Ground_Taxi,22.54,68.53,58.32,-0.355,24.82,86.85,3.5,-0.217,1.1e-05,0.1604,135.0,600,1.6,76.8,5127,300,1.9927,3.88662e-07,0.0,6.908,0.1448,78.99,49999,0,Low
171,Skin_Panel,Steel_4340,2.5g_Pull_Up,26.88,41.58,411.71,1.991,105.13,210.27,2.0,0.043,0.000454,0.487,205.0,470,7.85,-31.3,63183,413,50.0,3.0780707e-05,0.0003,2.235,0.4474,72.1,49986,0,Medium
172,Engine_Mount,Inconel_718,Pressurization,6.31,33.27,545.81,1.518,165.13,495.39,3.0,-0.379,0.000648,0.6932,200.0,1034,8.19,190.2,14410,620,50.0,0.001724658897,0.0001,2.087,0.4791,58.77,49996,0,Medium
173,Landing_Gear,Ti-6Al-4V,1g_Level_Flight,24.27,22.52,586.88,3.16,235.39,235.39,1.0,-0.259,0.001942,1.0451,113.8,880,4.43,57.2,3072,510,50.0,2.2977677e-05,0.0001,3.738,0.2675,80.67,49993,0,Low
174,Tail_Assembly,Inconel_718,Neg1g_Push_Over,34.6,41.84,59.12,2.503,5.0,5.0,1.0,0.623,6e-05,0.1011,200.0,1034,8.19,60.7,57421,620,0.0059,1.02e-10,0.0,10.0,0.0048,98.33,49999,0,Low
175,Skin_Panel,CFRP,Pressurization,25.54,75.77,361.63,2.806,48.95,73.43,1.5,-0.379,0.000359,0.3218,135.0,600,1.6,-29.2,1612,300,0.2621,1.6261e-07,0.0,8.171,0.1224,88.02,49999,0,Low
176,Bulkhead,Inconel_718,Neg1g_Push_Over,11.31,116.74,500.42,1.203,55.99,55.99,1.0,-0.433,0.000108,0.2955,200.0,1034,8.19,94.4,15217,620,22.8255,1.499999e-06,0.0,10.0,0.0541,89.02,49999,0,Low
177,Landing_Gear,Al_2024-T3,2.5g_Pull_Up,10.61,69.18,65.48,-0.316,29.44,29.44,1.0,0.295,0.00052,0.3782,73.1,345,2.78,97.9,27220,138,2.4065,8.841e-08,0.0001,10.0,0.0853,93.56,49997,0,Low
178,Landing_Gear,Steel_4340,2.5g_Pull_Up,13.22,66.26,123.48,1.872,5.29,18.51,3.5,0.761,1e-05,0.0512,205.0,470,7.85,17.9,26515,413,0.2386,8.999e-09,0.0,10.0,0.0394,92.56,49999,0,Low
179,Wing_Spar,CFRP,Pressurization,21.69,9.06,567.47,3.076,604.03,1208.06,2.0,-0.956,0.004422,2.3062,135.0,600,1.6,287.7,100,300,50.0,0.160686991176,0.0016,0.497,2.0134,49.07,49917,0,High
180,Landing_Gear,CFRP,Neg1g_Push_Over,7.8,101.61,448.18,2.049,58.1,116.2,2.0,-0.877,0.000532,0.2563,135.0,600,1.6,34.4,8305,300,1.7943,2.16045e-07,0.0,5.163,0.1937,84.88,49999,0,Low
181,Engine_Mount,CFRP,1g_Level_Flight,30.82,10.16,145.94,3.304,131.46,197.2,1.5,0.381,0.001015,0.9423,135.0,600,1.6,249.5,1394,300,50.0,0.000117117141,0.0001,3.043,0.3287,66.61,49997,0,Medium
182,Rib_Section,Al_7075-T6,Pressurization,29.17,109.22,459.6,2.359,18.43,18.43,1.0,-0.894,0.000253,0.2034,71.7,503,2.81,-39.2,4508,159,0.0062,1.38e-09,0.0,10.0,0.0366,99.02,49999,0,Low
183,Bulkhead,Steel_4340,Ground_Taxi,12.09,66.95,776.66,-0.162,108.61,108.61,1.0,0.346,0.00048,0.0273,205.0,470,7.85,81.5,41715,413,50.0,2.46611e-06,0.0002,4.328,0.2311,77.82,49990,0,Low
184,Landing_Gear,Inconel_718,Hard_Landing,4.73,24.37,23.09,3.108,5.0,7.5,1.5,-0.322,8.2e-05,0.001,200.0,1034,8.19,30.5,32368,620,0.0056,1.73e-10,0.0,10.0,0.0073,96.68,49999,0,Low
185,Wing_Spar,CFRP,2.5g_Pull_Up,28.83,56.95,549.81,2.623,116.35,232.7,2.0,-0.082,0.000819,0.163,135.0,600,1.6,166.0,16147,300,50.0,0.000135083682,0.0004,2.578,0.3878,66.02,49981,0,Medium
186,Engine_Mount,Steel_4340,Neg1g_Push_Over,19.86,119.42,71.87,0.691,19.0,38.0,2.0,-0.95,7e-05,0.001,205.0,470,7.85,123.9,34301,413,9.1822,2.67695e-07,0.0,10.0,0.0809,92.03,49999,0,Low
187,Fuselage_Frame,CFRP,1g_Level_Flight,30.22,40.08,15.42,-0.251,5.0,7.5,1.5,-0.457,1e-05,0.0699,135.0,600,1.6,11.4,5702,300,0.0003,5.9e-11,0.0,10.0,0.0125,91.29,49999,0,Low
188,Rib_Section,Al_2024-T3,2.5g_Pull_Up,8.16,35.99,136.55,1.67,58.91,58.91,1.0,0.507,0.00092,0.2793,73.1,345,2.78,-49.9,26416,138,22.6471,8.57323e-07,0.0009,5.856,0.1708,90.07,49956,0,Low
189,Rib_Section,Al_2024-T3,1g_Level_Flight,21.43,18.57,365.24,-0.065,198.55,397.1,2.0,0.717,0.002871,2.2996,73.1,345,2.78,82.7,17325,138,50.0,0.000301764799,0.0742,0.869,1.151,60.82,46287,0,Medium
190,Bulkhead,Al_2024-T3,2.5g_Pull_Up,26.08,73.67,683.97,3.104,108.75,163.13,1.5,-0.009,0.001509,0.8981,73.1,345,2.78,27.0,19863,138,50.0,3.913615e-06,0.0077,2.115,0.4728,74.9,49616,0,Medium
191,Rib_Section,Ti-6Al-4V,Neg1g_Push_Over,16.98,15.26,246.7,1.682,181.56,272.34,1.5,0.772,0.001547,1.382,113.8,880,4.43,-30.7,1344,510,50.0,0.000675271601,0.0,3.231,0.3095,74.75,49998,0,Medium
192,Landing_Gear,CFRP,1g_Level_Flight,2.56,93.09,535.57,-0.892,53.59,133.98,2.5,-0.824,0.000491,0.2289,135.0,600,1.6,-51.3,6437,300,50.0,1.3376301e-05,0.0,4.478,0.2233,73.83,49999,0,Medium
193,Wing_Spar,Ti-6Al-4V,Neg1g_Push_Over,10.29,110.71,355.37,1.075,40.67,81.34,2.0,0.566,0.000416,0.001,113.8,880,4.43,278.8,749,510,0.3063,4.08918e-07,0.0,10.0,0.0924,85.03,49999,0,Low
194,Rib_Section,Steel_4340,1g_Level_Flight,20.09,112.17,206.84,2.545,12.34,43.19,3.5,0.358,1.6e-05,0.1938,205.0,470,7.85,-49.2,2446,413,1.2471,5.09852e-07,0.0,10.0,0.0919,81.21,49999,0,Low
195,Rib_Section,Ti-6Al-4V,2.5g_Pull_Up,23.1,17.41,441.97,1.428,267.8,401.71,1.5,-0.794,0.002468,0.3959,113.8,880,4.43,-27.9,4751,510,50.0,0.000431222918,0.0004,2.191,0.4565,69.1,49981,0,Medium
196,Fuselage_Frame,Steel_4340,Hard_Landing,4.19,69.2,679.87,1.432,99.6,99.6,1.0,0.256,0.000443,0.3217,205.0,470,7.85,-14.5,13216,413,6.0843,4.60373e-07,0.0,4.719,0.2119,93.63,49997,0,Low
197,Fuselage_Frame,Steel_4340,Hard_Landing,5.97,16.17,709.29,2.256,453.12,1359.35,3.0,0.167,0.002082,1.0897,205.0,470,7.85,-11.7,21399,413,50.0,0.00296511272,0.031,0.346,2.8922,38.53,48449,1,High
198,Tail_Assembly,Steel_4340,Pressurization,30.71,70.78,721.08,1.503,124.74,187.12,1.5,0.704,0.000602,0.6294,205.0,470,7.85,55.6,1722,413,44.3858,2.5775744e-05,0.0,2.512,0.3981,68.98,49999,0,Medium
199,Engine_Mount,Inconel_718,Ground_Taxi,20.84,98.72,294.39,1.883,38.03,133.1,3.5,-0.59,0.000299,0.0924,200.0,1034,8.19,235.3,843,620,32.6974,3.878698e-05,0.0,7.769,0.1287,72.73,49999,0,Medium
200,Landing_Gear,Ti-6Al-4V,Ground_Taxi,21.66,66.85,676.5,-0.735,99.8,149.7,1.5,-0.407,0.000887,0.001,113.8,880,4.43,62.9,32265,510,50.0,1.7495564e-05,0.0,5.878,0.1701,75.32,49997,0,Low
201,Rib_Section,Inconel_718,Pressurization,12.47,105.29,188.23,1.851,16.73,25.09,1.5,-0.656,1e-05,0.001,200.0,1034,8.19,89.1,2095,620,0.0083,3.973e-09,0.0,10.0,0.0243,94.67,49999,0,Low
202,Skin_Panel,CFRP,Pressurization,11.6,97.19,630.28,0.019,20.49,20.49,1.0,0.676,0.000111,0.001,135.0,600,1.6,12.3,8921,300,0.0418,4.681e-09,0.0,10.0,0.0342,100.0,49999,0,Low
203,Rib_Section,Ti-6Al-4V,Gust_Load,15.19,36.8,806.64,2.545,208.49,208.49,1.0,0.548,0.001952,1.5558,113.8,880,4.43,70.7,1794,510,12.0501,6.716901e-06,0.0001,4.221,0.2369,89.84,49997,0,Low
204,Wing_Spar,CFRP,Neg1g_Push_Over,22.95,77.46,21.54,0.971,16.77,16.77,1.0,-0.5,0.000152,0.102,135.0,600,1.6,85.4,11487,300,0.1123,9.778e-09,0.0,10.0,0.0279,100.0,49999,0,Low
205,Tail_Assembly,CFRP,1g_Level_Flight,14.43,5.85,379.91,-0.03,663.69,1327.39,2.0,0.549,0.004914,3.5936,135.0,600,1.6,2.4,1685,300,50.0,0.01453702318,0.0404,0.452,2.2123,47.07,47981,0,High
206,Engine_Mount,Steel_4340,Ground_Taxi,15.38,50.54,554.13,-0.718,98.61,147.92,1.5,0.73,0.000468,0.3971,205.0,470,7.85,262.4,21550,413,50.0,1.7557502e-05,0.0001,3.177,0.3147,49.69,49996,0,High
207,Skin_Panel,Ti-6Al-4V,2.5g_Pull_Up,24.55,32.37,599.49,0.192,187.69,656.93,3.5,-0.77,0.001757,0.7015,113.8,880,4.43,108.1,1341,510,50.0,8.9581405e-05,0.0,1.34,0.7465,55.18,49998,0,Medium
208,Tail_Assembly,CFRP,Pressurization,16.42,112.77,157.91,2.893,11.16,16.75,1.5,0.714,0.000184,0.2011,135.0,600,1.6,52.7,8437,300,0.0768,9.106e-09,0.0,10.0,0.0279,93.96,49999,0,Low
209,Bulkhead,Al_2024-T3,Hard_Landing,18.05,51.62,826.63,1.98,170.48,170.48,1.0,0.596,0.002192,0.5051,73.1,345,2.78,8.7,8185,138,50.0,1.4889241e-05,0.0191,2.024,0.4942,78.06,49046,0,Low
210,Engine_Mount,CFRP,1g_Level_Flight,32.14,80.22,526.82,1.037,98.8,148.21,1.5,0.624,0.000826,0.759,135.0,600,1.6,183.8,38031,300,50.0,3.61247e-06,0.0004,4.048,0.247,73.24,49977,0,Medium
211,Rib_Section,Al_2024-T3,Gust_Load,21.0,89.18,148.05,0.493,27.23,68.07,2.5,-0.895,0.000424,0.001,73.1,345,2.78,13.5,8426,138,17.9664,2.132252e-06,0.0,5.068,0.1973,86.72,49999,0,Low
212,Rib_Section,Ti-6Al-4V,Hard_Landing,20.6,93.92,27.24,0.462,5.0,12.5,2.5,0.69,0.000203,0.2423,113.8,880,4.43,59.3,1103,510,0.0018,1.607e-09,0.0,10.0,0.0142,96.14,49999,0,Low
213,Engine_Mount,Inconel_718,Pressurization,10.41,89.61,667.94,0.838,73.36,73.36,1.0,0.79,0.00036,0.1033,200.0,1034,8.19,204.5,11759,620,32.5667,2.769512e-06,0.0,10.0,0.0709,76.54,49999,0,Low
214,Rib_Section,Ti-6Al-4V,1g_Level_Flight,15.68,38.25,76.95,-0.896,41.14,144.01,3.5,0.282,0.000475,0.0745,113.8,880,4.43,27.2,19362,510,50.0,1.6284842e-05,0.0,6.111,0.1636,68.67,49999,0,Medium
